% Edge sensor logfile log_20240216_141557.710/log_edge.txt
% 	Calib white 1000 1000 1000 1000 1000 1000 1000 1000
% 	Calib black 287 374 408 450 468 436 401 304
% 	White threshold (of 1000) 700 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1708089359.5089 0 0.000 0.000 0.0000
1708089359.5168 0 0.000 0.000 0.0000
1708089359.5243 0 0.000 0.000 0.0000
1708089359.5324 0 0.000 0.000 0.0000
1708089359.5410 0 0.000 0.000 0.0000
1708089359.5488 0 0.000 0.000 0.0000
1708089359.5572 0 0.000 0.000 0.0000
1708089359.5648 0 0.000 0.000 0.0000
1708089359.5723 0 0.000 0.000 0.0000
1708089359.5803 0 0.000 0.000 0.0000
1708089359.5890 0 0.000 0.000 0.0000
1708089359.5968 0 0.000 0.000 0.0000
1708089359.6052 0 0.000 0.000 0.0000
1708089359.6127 0 0.000 0.000 0.0000
1708089359.6203 0 0.000 0.000 0.0000
1708089359.6283 0 0.000 0.000 0.0000
1708089359.6370 0 0.000 0.000 0.0000
1708089359.6448 0 0.000 0.000 0.0000
1708089359.6532 0 0.000 0.000 0.0000
1708089359.6608 0 0.000 0.000 0.0000
1708089359.6683 0 0.000 0.000 0.0000
1708089359.6764 0 0.000 0.000 0.0000
1708089359.6850 0 0.000 0.000 0.0000
1708089359.6932 0 0.000 0.000 0.0000
1708089359.7013 0 0.000 0.000 0.0000
1708089359.7089 0 0.000 0.000 0.0000
1708089359.7164 0 0.000 0.000 0.0000
1708089359.7244 0 0.000 0.000 0.0000
1708089359.7330 0 0.000 0.000 0.0000
1708089359.7403 0 0.000 0.000 0.0000
1708089359.7487 0 0.000 0.000 0.0000
1708089359.7573 0 0.000 0.000 0.0000
1708089359.7649 0 0.000 0.000 0.0000
1708089359.7730 0 0.000 0.000 0.0000
1708089359.7805 0 0.000 0.000 0.0000
1708089359.7885 0 0.000 0.000 0.0000
1708089359.7968 0 0.000 0.000 0.0000
1708089359.8043 0 0.000 0.000 0.0000
1708089359.8129 0 0.000 0.000 0.0000
1708089359.8210 0 0.000 0.000 0.0000
1708089359.8289 0 0.000 0.000 0.0000
1708089359.8365 0 0.000 0.000 0.0000
1708089359.8449 0 0.000 0.000 0.0000
1708089359.8526 0 0.000 0.000 0.0000
1708089359.8605 0 0.000 0.000 0.0000
1708089359.8688 0 0.000 0.000 0.0000
1708089359.8768 0 0.000 0.000 0.0000
1708089359.8844 0 0.000 0.000 0.0000
